validation_accuracy,validation_map,validation_num_samples,validation_ymean,validation_auc,id_test_accuracy,id_test_map,id_test_num_samples,id_test_ymean,id_test_auc,ood_test_accuracy,ood_test_map,ood_test_num_samples,ood_test_ymean,ood_test_auc,ood_validation_accuracy,ood_validation_map,ood_validation_num_samples,ood_validation_ymean,ood_validation_auc,new_ood_test_accuracy,new_ood_test_map,new_ood_test_num_samples,new_ood_test_ymean,new_ood_test_auc,1_accuracy,1_map,1_num_samples,1_ymean,1_auc,0_accuracy,0_map,0_num_samples,0_ymean,0_auc,train_loss,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/d_hidden,config/train_loop_config/lr,config/train_loop_config/n_epochs,config/train_loop_config/num_layers,config/train_loop_config/dropouts,config/train_loop_config/weight_decay,config/train_loop_config/group_weights_step_size,logdir,estimator,domain_split_varname,domain_split_ood_values,domain_split_id_values
0.7048490258216665,0.5458214107021531,500781,0.2229118049144745,0.7931723638185703,0.703677448470592,0.5443865851434846,500782,0.22378799319267273,0.7904190757557769,0.7467761044753674,0.870539933279132,817877,0.6362704634666443,0.8048041320228294,0.7480302830230203,0.8727125261120668,90876,0.6398499011993408,0.8050626565673811,0.746852839047293,0.8706274040157835,204470,0.6361569166183472,0.8048101227149309,0.703677448470592,0.5443865851434846,500782,0.22378799319267273,0.7904190757557769,0.7467761044753674,0.8705399332091253,817877,0.6362704634666443,0.8048041320454381,,1746064716,checkpoint_000001,True,False,2,e5659b41,2025-04-30_21-58-36,323.7619113922119,1106.87615609169,3681048,armis20113.arc-ts.umich.edu,10.224.37.199,1106.87615609169,2,64,0.01,1,1,0.0,1.000590669213027e-06,0.05,e5659b41,label_group_dro,DIS,['0'],['1']
