validation_accuracy,validation_map,validation_num_samples,validation_ymean,validation_auc,id_test_accuracy,id_test_map,id_test_num_samples,id_test_ymean,id_test_auc,ood_test_accuracy,ood_test_map,ood_test_num_samples,ood_test_ymean,ood_test_auc,ood_validation_accuracy,ood_validation_map,ood_validation_num_samples,ood_validation_ymean,ood_validation_auc,new_ood_test_accuracy,new_ood_test_map,new_ood_test_num_samples,new_ood_test_ymean,new_ood_test_auc,1_accuracy,1_map,1_num_samples,1_ymean,1_auc,0_accuracy,0_map,0_num_samples,0_ymean,0_auc,train_loss,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/d_hidden,config/train_loop_config/lr,config/train_loop_config/n_epochs,config/train_loop_config/num_layers,config/train_loop_config/dropouts,config/train_loop_config/weight_decay,config/train_loop_config/group_weights_step_size,logdir,estimator,domain_split_varname,domain_split_ood_values,domain_split_id_values
0.7139567994792134,0.5484730954899127,500781,0.2229118049144745,0.794413314042299,0.7125795256219273,0.5464930879095542,500782,0.22378799319267273,0.7916142577636355,0.744263501724587,0.8699713805751348,817877,0.6362704634666443,0.8030905892310385,0.746709802368062,0.8723685809644193,90876,0.6398499011993408,0.8037992129027475,0.7447645131315107,0.8698537623206235,204470,0.6361569166183472,0.8029224017943605,0.7125795256219273,0.5464930878729718,500782,0.22378799319267273,0.7916142578325017,0.744263501724587,0.8699713805907973,817877,0.6362704634666443,0.8030905892278087,,1746061886,checkpoint_000001,True,False,2,6a1a2a46,2025-04-30_21-11-26,321.0180501937866,1133.123851299286,3622655,armis20113.arc-ts.umich.edu,10.224.37.199,1133.123851299286,2,64,0.01,1,1,0.0,1.000590669213027e-06,0.05,6a1a2a46,label_group_dro,DIS,['0'],['1']
